timestamp,auc_score,fit_notes,save,save_name,best_params
2021-03-12 22:13:39.000488,0.9589627311340339,train test split state of 42,True,model_20210312221338.joblib,"dict_items([('random_state', 13), ('reg_alpha', 0.0019245848860862638), ('reg_lambda', 6.623983632742814e-06), ('max_depth', 0), ('n_estimators', 495), ('num_leaves', 160), ('colsample_bytree', 0.521398059084828), ('subsample', 0.4468155458146459), ('subsample_freq', 6), ('min_child_samples', 94)])"
